Rxn name	Rxn description	Formula	Gene-reaction association	Reversible	LB	UB	Objective
FAOXC5C5DCc	production of glutaryl carnitine	h[c] + crn[c] + glutcoa[c]  <=> coa[c] + c5dc[c] 	(1374.1 or 1375.1 or 126129.1)	1	-1000.00	1000.00	  0.00
FAOXC5C5OHm	fatty acid beta oxidation(C5-->C5OH)m	h2o[m] + 3mb2coa[m]  -> 3ivcoa[m] 		0	  0.00	1000.00	  0.00
FAOXC5OHc	(3-hydroxyisovalerylcoa-->3-hydroxyisovalerylcarnitine)c	crn[c] + 3ivcoa[c]  <=> coa[c] + 3ivcrn[c] 	(1374.1 or 1375.1 or 126129.1)	1	-1000.00	1000.00	  0.00
FAOXC61C4m	fatty acid beta oxidation(C6:1-->C4:0)m	h2o[m] + coa[m] + nad[m] + hx2coa[m]  -> h[m] + nadh[m] + accoa[m] + btcoa[m] 	(1892.1 and 3033.1 and 10449.1)	0	  0.00	1000.00	  0.00
FAOXC61C4x	fatty acid beta oxidation(C6:1-->C4:0)x	nad[x] + coa[x] + h2o[x] + hx2coa[x]  -> h[x] + nadh[x] + accoa[x] + btcoa[x] 	(1962.1 and 3295.1 and 30.1)	0	  0.00	1000.00	  0.00
FAOXC61m	isomerization(C6:1)m	hexe3coa[m]  -> hx2coa[m] 	1632.1	0	  0.00	1000.00	  0.00
FAOXC61x	isomerization(C6:1)x	hexe3coa[x]  -> hx2coa[x] 	(1962.1 or 10455.1)	0	  0.00	1000.00	  0.00
FAOXC6C4m	fatty acid beta oxidation(C6-->C4)m	h2o[m] + coa[m] + nad[m] + fad[m] + hxcoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + btcoa[m] 	(34.1 and 1892.1 and 3033.1 and 10449.1)	0	  0.00	1000.00	  0.00
FAOXC6C4x	fatty acid beta oxidation(C6-->C4)x	nad[x] + coa[x] + o2[x] + h2o[x] + hxcoa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + btcoa[x] 	(51.1 and 1962.1 and 3295.1 and 30.1)	0	  0.00	1000.00	  0.00
FAOXC7C5m	fatty acid beta oxidation(C7-->C5)m	h2o[m] + coa[m] + nad[m] + fad[m] + hepcoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + pentcoa[m] 	(34.1 and 1892.1 and 3033.1 and 10449.1)	0	  0.00	1000.00	  0.00
FAOXC81C61m	fatty acid beta oxidation(C8:1-->C6:1)m	h2o[m] + coa[m] + nad[m] + fad[m] + octe5coa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + hexe3coa[m] 	(34.1 and 1892.1 and 3033.1 and 10449.1)	0	  0.00	1000.00	  0.00
FAOXC81C61x	fatty acid beta oxidation(C8:1-->C6:1)x	nad[x] + coa[x] + o2[x] + h2o[x] + octe5coa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + hexe3coa[x] 	(51.1 and 1962.1 and 3295.1 and 30.1)	0	  0.00	1000.00	  0.00
FAOXC8C6m	fatty acid beta oxidation(C8-->C6)m	h2o[m] + coa[m] + nad[m] + fad[m] + occoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + hxcoa[m] 	(34.1 and 1892.1 and 3033.1 and 10449.1)	0	  0.00	1000.00	  0.00
FAOXC8C6x	fatty acid beta oxidation(C8-->C6)x	nad[x] + coa[x] + occoa[x] + o2[x] + h2o[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + hxcoa[x] 	(51.1 and 1962.1 and 3295.1 and 30.1)	0	  0.00	1000.00	  0.00
FAOXC9C7m	fatty acid beta oxidation(C9-->C7)m	h2o[m] + coa[m] + nad[m] + fad[m] + noncoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + hepcoa[m] 	(34.1 and 1892.1 and 3033.1 and 10449.1)	0	  0.00	1000.00	  0.00
FAOXTC101TC102m	fatty acid beta oxidation trans(C10:1-->C10:2)m	fad[m] + tdec4ecoa[m]  -> fadh2[m] + ctdecdcoa[m] 	34.1	0	  0.00	1000.00	  0.00
FAOXTC102C101m	fatty acid beta oxidation trans(C10:2-->C10:1)m	h[m] + nadph[m] + ctdecdcoa[m]  -> nadp[m] + dece3coa[m] 	1666.1	0	  0.00	1000.00	  0.00
FAOXTC122TC101m	fatty acid beta oxidation trans(C12:2-->C10:1)m	h2o[m] + coa[m] + nad[m] + tddedi2coa[m]  -> h[m] + nadh[m] + accoa[m] + tdec4ecoa[m] 	(1892.1 and 3033.1 and 10449.1)	0	  0.00	1000.00	  0.00
FAOXTC122m	isomerization trans(C12:2)m	tddedicoa[m]  -> tddedi2coa[m] 	1632.1	0	  0.00	1000.00	  0.00
FAOXTC142TC122m	fatty acid beta oxidation trans(C14:2-->C12:2)m	h2o[m] + coa[m] + nad[m] + fad[m] + ttetddcoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + tddedicoa[m] 	(37.1 and 3030.1 and 3032.1)	0	  0.00	1000.00	  0.00
FAOXTC162TC142m	fatty acid beta oxidation trans(C16:2-->C14:2)m	h2o[m] + coa[m] + nad[m] + fad[m] + thexddcoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + ttetddcoa[m] 	(37.1 and 3030.1 and 3032.1)	0	  0.00	1000.00	  0.00
FAOXTC182TC162m	fatty acid beta oxidation trans(C18:2-->C16:2)m	h2o[m] + coa[m] + nad[m] + fad[m] + lneldccoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + thexddcoa[m] 	(37.1 and 3030.1 and 3032.1)	0	  0.00	1000.00	  0.00
FOAXC122C101x	fatty acid beta oxidation(C12:2-->C10:1)x	nad[x] + coa[x] + h2o[x] + 2ddecdicoa[x]  -> h[x] + nadh[x] + accoa[x] + dece4coa[x] 	(1962.1 and 3295.1 and 30.1)	0	  0.00	1000.00	  0.00
GLUTCOAACBP	transport of glutaryl-CoA(5-) from mitochondria into cytosol	glutcoa[m]  <=> glutcoa[c] 	1622.1	1	-1000.00	1000.00	  0.00
HDCACBP	transport of (S)-3-Hydroxydecanoyl-CoA from mitochondria into the cytosol	3hdcoa[m]  <=> 3hdcoa[c] 	1622.1	1	-1000.00	1000.00	  0.00
HDDACBP	transport of (S)-3-Hydroxydodecanoyl-CoA from mitochondria into the cytosol	3hddcoa[m]  <=> 3hddcoa[c] 	1622.1	1	-1000.00	1000.00	  0.00
HDECAACBP	transport of 3-hydroxyhexadecanoylcoa from mitochondria into the cytosol	3hexdcoa[m]  <=> 3hexdcoa[c] 	1622.1	1	-1000.00	1000.00	  0.00
HDECEACBP	transport of 3-hydroxyhexadecenoylcoa from mitochondria into the cytosol	3hdeccoa[m]  <=> 3hdeccoa[c] 	1622.1	1	-1000.00	1000.00	  0.00
HEDCECRNe	transport of 3-hydroxyhexadecenoyl carnitine into extra cellular space	3hdececrn[c]  -> 3hdececrn[e] 		0	  0.00	1000.00	  0.00
HEXCOAACBP	transport of Hexanoyl-CoA (n-C6:0CoA) from mitochondria into cytosol	hxcoa[m]  -> hxcoa[c] 	1622.1	0	  0.00	1000.00	  0.00
HEXDCRNe	transport of 3-hydroxyhexadecanoyl carnitine into extra cellular space	3hexdcrn[c]  -> 3hexdcrn[e] 		0	  0.00	1000.00	  0.00
HIVCACBP	transport of 3-hydroxyisovalerylcoa from mitochondria into the cytosol	3ivcoa[m]  <=> 3ivcoa[c] 	1622.1	1	-1000.00	1000.00	  0.00
HIVCRNe	transport of 3-hydroxy-isovaleryl carnitine into extra cellular space	3ivcrn[c]  -> 3ivcrn[e] 		0	  0.00	1000.00	  0.00
HOCDACBP	transport of (S)-3-Hydroxyoctadecanoyl-CoA from mitochondria into the cytosol	3hodcoa[m]  <=> 3hodcoa[c] 	1622.1	1	-1000.00	1000.00	  0.00
HOCTDACBP	transport of 3-hydroxyoctadecenoylcoa from mitochondria into the cytosol	3octdece1coa[m]  <=> 3octdece1coa[c] 	1622.1	1	-1000.00	1000.00	  0.00
HOCTDEC2CRNe	transport of 3-hydroxyoctadecadienoyl carnitine into extra cellular space	3octdec2crn[c]  -> 3octdec2crn[e] 		0	  0.00	1000.00	  0.00
HOCTDECCRNe	transport of 3-hydroxyoctadecanoyl carnitine into extra cellular space	3octdeccrn[c]  -> 3octdeccrn[e] 		0	  0.00	1000.00	  0.00
HTDCACBP	transport of (S)-3-Hydroxytetradecanoyl-CoA from mitochondria into the cytosol	3htdcoa[m]  <=> 3htdcoa[c] 	1622.1	1	-1000.00	1000.00	  0.00
HTDCRNe	transport of 3-hydroxy-tetradecanoyl carnitine into extra cellular space	3tdcrn[c]  -> 3tdcrn[e] 		0	  0.00	1000.00	  0.00
IVCOAACBP	transport of Isovaleryl-CoA from mitochondria into cytosol	ivcoa[m]  -> ivcoa[c] 	1622.1	0	  0.00	1000.00	  0.00
IVCRNe	transport of isovaleryl carnitine into the extra cellular space	ivcrn[c]  -> ivcrn[e] 		0	  0.00	1000.00	  0.00
OCD11COACPT1	transport of 11-octadecenoyl carnitine into the mitochondrial matrix	crn[c] + octd11ecoa[c]  <=> coa[c] + ocdececrn[c] 	(1374.1 or 1375.1 or 126129.1)	1	-1000.00	1000.00	  0.00
OCD11CRNCACT	transport of 11-octadecenoyl carnitine into the mitochondrial matrix	ocdececrn[c]  <=> ocdececrn[m] 	788.1	1	-1000.00	1000.00	  0.00
OCD11CRNCPT2	transport of 11-octadecenoyl carnitine into the mitochondrial matrix	coa[m] + ocdececrn[m]  <=> crn[m] + octd11ecoa[m] 	1376.1	1	-1000.00	1000.00	  0.00
OCT11EFATP	uptake of vaccenic acid by cells	atp[c] + coa[c] + vacc[e]  -> amp[c] + ppi[c] + octd11ecoa[c] 	(376497.1 or 11001.1 or 11000.1 or 10999.1 or 10998.1 or 28965.1)	0	  0.00	1000.00	  0.00
OCTDEC2ACBP	transport of 3-hydroxyoctadecadienoyl coa from mitochondria into cytosol	3ocddcoa[m]  <=> 3ocddcoa[c] 	1622.1	1	-1000.00	1000.00	  0.00
OCTDECCACT	transport of Octadecenoyl-CoA into mitochondrial matrix	octdececrn[c]  <=> octdececrn[m] 	(788.1)	1	-1000.00	1000.00	  0.00
OCTDECCPT1	transport of Octadecenoyl-CoA into mitochondrial matrix	crn[c] + octdececoa[c]  <=> coa[c] + octdececrn[c] 	(1374.1 or 1375.1 or 126129.1)	1	-1000.00	1000.00	  0.00
OCTDECCPT2	transport of Octadecenoyl-CoA into mitochondrial matrix	coa[m] + octdececrn[m]  <=> crn[m] + octdececoa[m] 	(1376.1)	1	-1000.00	1000.00	  0.00
OCTDECE1CRNe	transport of 3-hydroxy-octadecenoyl carnitine into extra cellular space	3octdece1crn[c]  -> 3octdece1crn[e] 		0	  0.00	1000.00	  0.00
sink_octdececoa(c)	OCTDECECOASINK	octdececoa[c]  <=> 		1	-1000.00	1000.00	  0.00
PRISTCOAtcx	transport of pristanoylcoa from cytosol to peroxisomes.	h2o[c] + atp[c] + pristcoa[c]  -> adp[c] + h[c] + pi[c] + pristcoa[x] 	5825.1	0	  0.00	1000.00	  0.00
SBCOAACOTx	thioesterification of suberyl coa for release into cytosol	h2o[x] + sbcoa[x]  -> h[x] + coa[x] + subeac[x] 	10005.1	0	  0.00	1000.00	  0.00
SCP21cx	transport of phytanoylcoa from cytosol to peroxisomes.	h2o[c] + atp[c] + phytcoa[c]  -> adp[c] + h[c] + pi[c] + phytcoa[x] 	5825.1	0	  0.00	1000.00	  0.00
SEBACACT	activation of sebacic acidd	atp[c] + coa[c] + sebacid[c]  -> amp[c] + ppi[c] + sebcoa[c] 		0	  0.00	1000.00	  0.00
SEBACIDTD	transport of sebacic acid into cytosol (diffusion)	sebacid[x]  <=> sebacid[c] 		1	-1000.00	1000.00	  0.00
SEBCOACROT	production of sebacoyl carnitine	crn[x] + sebcoa[x]  <=> coa[x] + c10dc[x] 	54677.1	1	-1000.00	1000.00	  0.00
SEBCOAPET	thioesterification of sebacoylcoa for release into cytosol	h2o[x] + sebcoa[x]  -> h[x] + coa[x] + sebacid[x] 	10005.1	0	  0.00	1000.00	  0.00
STCOATxc	transport of Stearoyl-CoA from cytosol to peroxisomes	h2o[c] + atp[c] + stcoa[c]  <=> adp[c] + h[c] + pi[c] + stcoa[x] 	215.1	1	  0.00	1000.00	  0.00
STRDNCCOAtxc	transport of stearidonylcoa into peroxisomes.	h2o[c] + atp[c] + strdnccoa[c]  -> adp[c] + h[c] + pi[c] + strdnccoa[x] 	215.1	0	  0.00	1000.00	  0.00
SUBEACTD	transport of suberic acid into cytosol (diffusion)	subeac[x]  <=> subeac[c] 		1	-1000.00	1000.00	  0.00
SUBERCACT	transport of suberyl carnitine into cytosol	c8dc[x]  <=> c8dc[c] 	788.1	1	-1000.00	1000.00	  0.00
SUBERCROT	production of suberyl carnitine	crn[x] + sbcoa[x]  <=> coa[x] + c8dc[x] 	54677.1	1	-1000.00	1000.00	  0.00
SUBERICACT	activation of suberic acid for formation of suberyl carnitine	atp[c] + coa[c] + subeac[c]  -> amp[c] + ppi[c] + sbcoa[c] 		0	  0.00	1000.00	  0.00
SUCCACT	activation of succinate	atp[c] + coa[c] + succ[c]  -> amp[c] + ppi[c] + succoa[c] 		0	  0.00	1000.00	  0.00
SUCCCROT	production of succinyl carnitine	crn[x] + succoa[x]  <=> coa[x] + c4dc[x] 	54677.1	1	-1000.00	1000.00	  0.00
SUCCOAPET	thioesterification of succinyl coa for release into cytosol	h2o[x] + succoa[x]  -> h[x] + coa[x] + succ[x] 	(122970.1 or 10005.1)	0	  0.00	1000.00	  0.00
SUCCTD	transport of succinate by diffusion	succ[x]  <=> succ[c] 		1	-1000.00	1000.00	  0.00
TDCRNe	transport of myristoyl carnitine into extra cellular space	tdcrn[c]  -> tdcrn[e] 		0	  0.00	1000.00	  0.00
sink_tetdec2coa(c)	TETDEC2COASINK	tetdec2coa[c]  <=> 		1	-1000.00	1000.00	  0.00
TETDEC2CRNe	trnasport of tetradecadienoyl carnitine into extra cellular space	tetdec2crn[c]  -> tetdec2crn[e] 		0	  0.00	1000.00	  0.00
sink_tetdece1coa(c)	TETDECE1COASINK	tetdece1coa[c]  <=> 		1	-1000.00	1000.00	  0.00
TETDECE1CRNe	transport of tetradecenoyl carnitine into extra cellular space	tetdece1crn[c]  -> tetdece1crn[e] 		0	  0.00	1000.00	  0.00
TIGCRNe	transport of tiglyl carnitine into the extra cellular fluid	c51crn[c]  -> c51crn[e] 		0	  0.00	1000.00	  0.00
ALAyLATthc	transport of Alanine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney	h[e] + ala_L[e] + arg_L[c]  -> h[c] + ala_L[c] + arg_L[e] 	(9056.1 or 9057.1) and (6520.1)	0	  0.00	1000.00	  0.00
ASCBSVCTtc	transport of L-Ascorbate by SVCT1 or SVCT2 transporter	h2o[c] + atp[c] + 2 na1[e] + ascb_L[e]  -> adp[c] + h[c] + pi[c] + 2 na1[c] + ascb_L[c] 	(9963.1 or 9962.1)	0	  0.00	1000.00	  0.00
ASNPHELAT2tc	transport of L-Asparagine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine.	asn_L[e] + phe_L[c]  -> asn_L[c] + phe_L[e] 	(23428.1 and 6520.1)	0	  0.00	1000.00	  0.00
BALABETAtc	transport of beta alanine into the intestinal cells by beta transport system	2 na1[e] + ala_B[e] + cl[e]  -> 2 na1[c] + ala_B[c] + cl[c] 	(6533.1)	0	  0.00	1000.00	  0.00
BGLUGCHe	binding of betaglucans with glycocholate in the intestinal lumen, reducing serum cholsterol levels.	gchola[e] + bglc[e]  -> glgchlo[e] 		0	  0.00	1000.00	  0.00
BGLUTCHLe	binding of betaglucans with taurocholate in the intestinal lumen, reducing serum cholsterol levels.	tchola[e] + bglc[e]  -> gltcho[e] 		0	  0.00	1000.00	  0.00
BGLUTDECHOe	binding of betaglucans with taurodeoxycholate in the intestinal lumen, reducing serum cholsterol levels.	bglc[e] + tdechola[e]  -> gltdechol[e] 		0	  0.00	1000.00	  0.00
BTNTe	release of biotin across the basolatral membrane	btn[c]  -> btn[e] 		0	  0.00	1000.00	  0.00
CHOLESTTDe	CHOLESTTDe	chsterol[c]  -> chsterol[e] 		0	  0.00	1000.00	  0.00
CYSPHELAT2tc	transport of L-Cysteine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine.	cys_L[e] + phe_L[c]  -> cys_L[c] + phe_L[e] 	(23428.1 and 6520.1)	0	  0.00	1000.00	  0.00
CYSSNAT5tc	transport of L-Cysteine into the cell coupled with co-transport with Sodium and counter transport with proton by SNAT5 transporter.	h[c] + na1[e] + cys_L[e]  <=> h[e] + na1[c] + cys_L[c] 	(92745.1)	1	-1000.00	1000.00	  0.00
FOLTle	folate uptake into the enterocytes 	h[e] + fol[e]  -> h[c] + fol[c] 	(113235.1)	0	  0.00	1000.00	  0.00
GLNyLATthc	transport of Glutamine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney	h[e] + gln_L[e] + arg_L[c]  -> h[c] + gln_L[c] + arg_L[e] 	(9056.1 or 9057.1) and (6520.1)	0	  0.00	1000.00	  0.00
GLYSNAT5tc	transport of Glycine into the cell coupled with co-transport with Sodium and counter transport with proton by SNAT5 transporter.	h[c] + na1[e] + gly[e]  <=> h[e] + na1[c] + gly[c] 	(92745.1)	1	-1000.00	1000.00	  0.00
GUMDCHAe	binding of guar gums with deoxyxholic acid in the intestinal lumen, reducing serum cholsterol levels.	gum[e] + dchac[e]  -> gumdchac[e] 		0	  0.00	1000.00	  0.00
GUMGCHLe	Binding of guar gums with glycocholate in the intestinal lumen, reducing serum cholsterol levels.	gchola[e] + gum[e]  -> gumgchol[e] 		0	  0.00	1000.00	  0.00
GUMTCHOLe	Binding of guar gums with taurocholate in the intestinal lumen, reducing serum cholsterol levels.	tchola[e] + gum[e]  -> gumtchol[e] 		0	  0.00	1000.00	  0.00
HISCAT1	Transport of L-Histidine by y+ transporter	his_L[c]  <=> his_L[e] 	(6541.1)	1	-1000.00	1000.00	  0.00
HISSNAT5tc	Transport of L-Histidine into the cell coupled with co-transport with Sodium and counter transport with proton by SNAT5 transporter.	h[c] + na1[e] + his_L[e]  <=> h[e] + na1[c] + his_L[c] 	(92745.1)	1	-1000.00	1000.00	  0.00
HISyLATtc	Transport of L-Histidine by y+LAT1 or y+LAT2 transporters in small intestine and kidney	na1[e] + arg_L[c] + his_L[e]  -> na1[c] + arg_L[e] + his_L[c] 	(9056.1 or 9057.1) and (6520.1)	0	  0.00	1000.00	  0.00
HISyLATthc	Transport of Histidine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney	h[e] + arg_L[c] + his_L[e]  -> h[c] + arg_L[e] + his_L[c] 	(9056.1 or 9057.1) and (6520.1)	0	  0.00	1000.00	  0.00
ILELAT1tc	transport of L-Isoleucine by LAT1 in association with 4F2hc, across the apical surface of the memebranes.	ile_L[e] + leu_L[c]  -> leu_L[e] + ile_L[c] 	(8140.1 and 6520.1)	0	  0.00	1000.00	  0.00
ILEPHELAT2tc	transport of L-Isoleucine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine.	ile_L[e] + phe_L[c]  -> phe_L[e] + ile_L[c] 	(23428.1 and 6520.1)	0	  0.00	1000.00	  0.00
LEUPHELAT2tc	Transport of L-Leucine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine.	leu_L[e] + phe_L[c]  <=> phe_L[e] + leu_L[c] 	(23428.1 and 6520.1)	1	-1000.00	1000.00	  0.00
LEUyLAThtc	transport of Leucine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney	h[e] + arg_L[c] + leu_L[e]  -> h[c] + arg_L[e] + leu_L[c] 	(9056.1 or 9057.1) and (6520.1)	0	  0.00	1000.00	  0.00
LINOFATPtc	uptake of linoleic acid by the enterocytes	atp[c] + coa[c] + lnlc[e]  -> amp[c] + ppi[c] + lnlccoa[c] 	(10999.1)	0	  0.00	1000.00	  0.00
METyLATthc	transport of Methionine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney	h[e] + arg_L[c] + met_L[e]  -> h[c] + arg_L[e] + met_L[c] 	(9056.1 or 9057.1) and (6520.1)	0	  0.00	1000.00	  0.00
MTHFTe	transport of THF into the protal blood	5mthf[c]  -> 5mthf[e] 		0	  0.00	1000.00	  0.00
NACDe	release of nicotinate at the basolateral surface	nac[c]  -> nac[e] 		0	  0.00	1000.00	  0.00
NCAMDe	release of nicotinamide at the basolateral surface	ncam[c]  -> ncam[e] 		0	  0.00	1000.00	  0.00
OAADC	oxaloacetate decarboxylase	h[c] + oaa[c]  -> pyr[c] + co2[c] 		0	  0.00	1000.00	  0.00
OLEICFATPtc	uptake of octadecenoate by the enterocytes	atp[c] + coa[c] + ocdcea[e]  -> amp[c] + ppi[c] + odecoa[c] 	(10999.1)	0	  0.00	1000.00	  0.00
PALFATPtc	uptake of Hexadecanoate by the enterocytes	atp[c] + coa[c] + hdca[e]  -> amp[c] + ppi[c] + pmtcoa[c] 	(10999.1)	0	  0.00	1000.00	  0.00
PCHOLHSTDe	PCHOLHSTDe	pchol_hs[c]  -> pchol_hs[e] 		0	  0.00	1000.00	  0.00
PECDCHe	binding of pectins with deoxycholic acid in the intestinal lumen, reducing serum cholsterol levels.	h[e] + dchac[e] + pect[e]  -> pectindchac[e] 		0	  0.00	1000.00	  0.00
PECGCHLe	binding of pectins with glycocholate in the intestinal lumen, reducing serum cholsterol levels.	h[e] + gchola[e] + pect[e]  -> pectingchol[e] 		0	  0.00	1000.00	  0.00
PECTCHLe	Binding of pectins with taurocholate in the intestinal lumen, reducing serum cholsterol levels.	h[e] + tchola[e] + pect[e]  -> pectintchol[e] 		0	  0.00	1000.00	  0.00
PHEyLATthc	transport of Phenylalanine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney	h[e] + arg_L[c] + phe_L[e]  -> h[c] + arg_L[e] + phe_L[c] 	(9056.1 or 9057.1) and (6520.1)	0	  0.00	1000.00	  0.00
PNTORDe	release of pantothenate across the basolatral membrane	pnto_R[c]  -> pnto_R[e] 		0	  0.00	1000.00	  0.00
PSYGCHe	binding of psyllium with glycocholate in the intestinal lumen, reducing serum cholsterol levels.	gchola[e] + psyl[e]  -> psylchol[e] 		0	  0.00	1000.00	  0.00
PSYTCHe	binding of psyllium with taurocholate in the intestinal lumen, reducing serum cholsterol levels.	tchola[e] + psyl[e]  -> psyltchol[e] 		0	  0.00	1000.00	  0.00
PSYTDECHe	binding of psyllium with taurodeoxycholate in the intestinal lumen, reducing serum cholsterol levels.	tdechola[e] + psyl[e]  -> psyltdechol[e] 		0	  0.00	1000.00	  0.00
SBTle	diffusion of sorbitol into the enterocytes	sbt_D[e]  -> sbt_D[c] 		0	  0.00	1000.00	  0.00
TAGHSTDe	TAGHSTDe	tag_hs[c]  -> tag_hs[e] 		0	  0.00	1000.00	  0.00
TAUBETAtc	transport of taurine into the intestinal cells by beta transport system	2 na1[e] + cl[e] + taur[e]  -> 2 na1[c] + cl[c] + taur[c] 	(6533.1)	0	  0.00	1000.00	  0.00
THMATPe	thiamine exit from the neterocytes	h2o[c] + atp[c] + thm[c]  -> adp[c] + h[c] + pi[c] + thm[e] 		0	  0.00	1000.00	  0.00
THRPHELAT2tc	transport of L-Threonine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine.	thr_L[e] + phe_L[c]  -> thr_L[c] + phe_L[e] 	(23428.1 and 6520.1)	0	  0.00	1000.00	  0.00
TYRPHELAT2tc	transport of L-Tyrosine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine.	tyr_L[e] + phe_L[c]  -> phe_L[e] + tyr_L[c] 	(23428.1 and 6520.1)	0	  0.00	1000.00	  0.00
VALLAT1tc	transport of L-Valine by LAT1 in association with 4F2hc, across the apical surface of the memebranes.	val_L[e] + leu_L[c]  -> leu_L[e] + val_L[c] 	(8140.1 and 6520.1)	0	  0.00	1000.00	  0.00
VALPHELAT2tc	transport of L-Valine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine.	val_L[e] + phe_L[c]  -> phe_L[e] + val_L[c] 	(23428.1 and 6520.1)	0	  0.00	1000.00	  0.00
VITEtl	efflux of alpha-Tocopherol into the lyphatics in chylomicrons	h2o[c] + atp[c] + avite1[c]  -> adp[c] + h[c] + pi[c] + avite1[e] 	(19.1)	0	  0.00	1000.00	  0.00
VITKtl	transport of vit K into lymph	phyQ[c]  -> phyQ[e] 		0	  0.00	1000.00	  0.00
XOLEST2HSTDle	XOLEST2HSTDle	xolest2_hs[c]  -> xolest2_hs[e] 		0	  0.00	1000.00	  0.00
3AIB_Dtm	transport of 3aib_D into mitochondria	3aib_D[c]  <=> 3aib_D[m] 		1	-1000.00	1000.00	  0.00
3HCO3_NAt	3HCO3_NAt	3 hco3[e] + na1[e]  <=> 3 hco3[c] + na1[c] 		1	-1000.00	1000.00	  0.00
4ABUTtcn	transport of GABA	4abut[c]  -> 4abut[n] 		0	  0.00	1000.00	  0.00
5MTHFt2le	5-methyltetrahydrofolate transport via anion exchange	5mthf[e] + oh1[c]  <=> 5mthf[c] + oh1[e] 		1	-1000.00	1000.00	  0.00
ADNK3	adenosine kinase	adn[c] + gtp[c]  -> h[c] + amp[c] + gdp[c] 		0	  0.00	1000.00	  0.00
ADNK4	adenosine kinase	adn[c] + dgtp[c]  -> h[c] + amp[c] + dgdp[c] 		0	  0.00	1000.00	  0.00
AHCYStd	diffusion of S-Adenosyl-L-homocysteine	ahcys[m]  <=> ahcys[c] 		1	-1000.00	1000.00	  0.00
ALA-DTDe	exit of D-alanine from the enterocytes	ala_D[c]  -> ala_D[e] 		0	  0.00	1000.00	  0.00
AMETtd	diffusion of S-Adenosyl-L-methionine	amet[c]  <=> amet[m] 		1	-1000.00	1000.00	  0.00
ARACHFATPc	Uptake of arachidate by the enterocytes	atp[c] + coa[c] + arach[e]  -> amp[c] + ppi[c] + arachcoa[c] 		0	  0.00	1000.00	  0.00
ASPDTDe	D-aspartate transport, extracellular	asp_D[c]  <=> asp_D[e] 		1	-1000.00	1000.00	  0.00
ASPPROASCT1	aspartate intake by system ASCT-1 transporter	na1[e] + asp_L[e] + pro_L[c]  -> na1[c] + asp_L[c] + pro_L[e] 	(6509.1)	0	  0.00	1000.00	  0.00
ASPte	diffusion of aspartate into blood	asp_L[c]  <=> asp_L[e] 		1	  0.00	1000.00	  0.00
CHOLESACATc	esterification of cholesterol to cholesterol ester within enterocytes	Rtotalcoa[c] + chsterol[c]  -> coa[c] + xolest2_hs[c] 	(8435.1) or (6646.1)	0	  0.00	1000.00	  0.00
CHOLESTle	hydrolysis of cholesterol ester by cholesterol esterase 	h2o[e] + xolest2_hs[e]  -> h[e] + chsterol[e] + Rtotal[e] 	(3988.1)	0	  0.00	1000.00	  0.00
CHSTEROLtrc	transport of cholesterol into the cytosol	chsterol[r]  <=> chsterol[c] 		1	-1000.00	1000.00	  0.00
CRNrtx	reversible transport of  L-Carnitine in peroxisome	crn[c]  <=> crn[x] 		1	-1000.00	1000.00	  0.00
CYSAMOe	CYSAMOe	o2[e] + cysam[e]  -> h[e] + hyptaur[e] 		0	  0.00	1000.00	  0.00
Coqe	Transport of q10	q10[e]  <=> q10[c] 		1	-1000.00	1000.00	  0.00
DATPtm	transport of dATP into mitochondria	datp[c]  -> datp[m] 		0	  0.00	1000.00	  0.00
DCTPtm	transport of dCTP into mitochondria	dctp[c]  -> dctp[m] 		0	  0.00	1000.00	  0.00
DGTPtm	transport of dGTP into mitochondria	dgtp[c]  -> dgtp[m] 		0	  0.00	1000.00	  0.00
